index,prediction,probability,true_label,truncated
aa020a5c0d06627716411f6acbfea8f5c77061c9,NonBugFix,0.900810,NonBugFix,True
efe4b9c9c0faecd589651f3eedab8f89dd62ec68,NonBugFix,0.900818,NonBugFix,True
8ff6eedd9eb86aba59ea38b1437d3c51a373e636,NonBugFix,0.901010,NonBugFix,True
098150494ecce7159b9668ff9beccef44ee41fbf,BugFix,0.873666,NonBugFix,False
c4a9583527fe0ce651873eeda17cd6e58dfde6dd,NonBugFix,0.900807,NonBugFix,True
f3ced2556a96785e13ed6a7c6ebb4c73a39bd8c2,NonBugFix,0.901142,NonBugFix,True
8a92c9712dac9e61f81ac939cbaf39f624807c75,NonBugFix,0.900893,NonBugFix,True
975a559dfc0cab42104e615e63c067ff136b4019,NonBugFix,0.900942,NonBugFix,True
a89695fea4427a70a5f01993d8899373c0e726f3,NonBugFix,0.900951,NonBugFix,True
5a90e4a07c7f02ef9bc5262455836fdfac09cd8f,NonBugFix,0.900672,NonBugFix,True
bc6b2d70611f99316c62db98070cb4328d1760cb,NonBugFix,0.900961,NonBugFix,True
8621fbf23283d1ef20c81f942e26e78bee58dbb4,NonBugFix,0.901086,NonBugFix,True
caf0b105346c6625361265dc2df10d4a1a325d74,NonBugFix,0.900468,NonBugFix,True
05e03b6a0e3981a69e8670ab28add7029ca64fb4,NonBugFix,0.900673,NonBugFix,True
e033a99de3dc7ccd18a670dd1ef6326f0c1428bc,NonBugFix,0.901003,NonBugFix,True
a9722d704e3ea7eeaea3e1ddd95e149e84b2e522,BugFix,0.870872,NonBugFix,False
52cb8d3defd38d1afcc6810fae434270ab8033bb,NonBugFix,0.901094,NonBugFix,True
be0227d72a3ffbd25fc8ecacc98e980d7da53598,NonBugFix,0.900919,NonBugFix,True
6d57a9d5a8d62ae08f80583d578dd2b0af039a33,NonBugFix,0.900726,NonBugFix,True
92a3847e4cf970b85c30f254a05cb2c73418291d,NonBugFix,0.900585,NonBugFix,True
298a16321c61768ce5b355d41d12fac72ff0453e,NonBugFix,0.900904,NonBugFix,True
5cd9d169f2ea636c87cebfc87a063c0cc4352e6f,NonBugFix,0.901086,NonBugFix,True
e127f2278d32974f1ae3e77a794409254f07348b,NonBugFix,0.901016,NonBugFix,True
6830f05aabbf5c6679f908a405ce9cefdf454330,BugFix,0.873572,NonBugFix,True
7c53de5b93dcb094a96e696e19df434bca4bb4da,NonBugFix,0.901099,NonBugFix,True
bcc2848421255eb1b01cf69dbdb299d4a03ff9dc,NonBugFix,0.900928,NonBugFix,True
5349fe9f8bb3ce0cae600cc387bcb04c5ebd2e28,NonBugFix,0.901138,NonBugFix,True
da00b071296be111ac038df9a81cfd4189492a80,NonBugFix,0.899980,NonBugFix,False
6963674cd6a5ee8fcbb360d15c11c4efcba180c1,NonBugFix,0.900923,NonBugFix,True
799365d07a1060ab891995bf19ce99e0dbbe68f3,NonBugFix,0.900831,NonBugFix,True
137da8207de36a7b6ccc73084ad46f6083ddc9fc,NonBugFix,0.900589,NonBugFix,False
d3353f00e8cccdb60f934fd811418727ebc1c0ee,NonBugFix,0.900334,NonBugFix,True
2c2dd57f723e2040c80296c79f0fb21a8b525036,NonBugFix,0.901001,NonBugFix,True
ec0c961cbb59a8cf93e8a284ee86581167e0aa30,NonBugFix,0.900585,NonBugFix,True
f25c8c1f7765bb629b5ea2ff2bacc1120fd2d895,NonBugFix,0.900802,NonBugFix,True
608a6e67f3024c84ad490b9713dd5c73acbf3090,NonBugFix,0.900621,NonBugFix,True
8f53912519d823c8d583b7ffe4c4d83ca58783dc,NonBugFix,0.900898,NonBugFix,True
168a699a8fa62b3d4233124eddca221c8e3a79de,NonBugFix,0.901099,NonBugFix,True
47eff4157edfdd8dc0a5e358e21f8c1f7c4a5ae3,NonBugFix,0.900969,NonBugFix,True
e9f73a72b7d5b7a47207ee9b2e6922c5db32f4d2,NonBugFix,0.901141,NonBugFix,True
aff60e46290f46caf16c7be7de196425c4fbef94,NonBugFix,0.900592,NonBugFix,True
284556d9be5cae415c907b74f3d4d3f1c20f9658,NonBugFix,0.571565,NonBugFix,True
1f7f493c1846023351e7717edd2d5b315ae79e48,NonBugFix,0.900996,NonBugFix,False
997d0e069421c75a855fd1a54742c6b890a88d30,NonBugFix,0.901099,NonBugFix,True
2e4ab52fd52c6f38f33caec684ba70d31ad723e8,NonBugFix,0.900539,NonBugFix,True
01b7d5dc40d4c0054f36c976dc7528a85684fe09,NonBugFix,0.900729,NonBugFix,True
902608e704cbf197dc76788360fa7208407adc98,NonBugFix,0.900870,NonBugFix,False
bb7c2d09c9ba595b51726f2a19b0bb4cbe7d7285,NonBugFix,0.901155,NonBugFix,True
dbd7dd0efd737009b48d41ef6aa9f5b8bfa81149,BugFix,0.873714,NonBugFix,True
7a959d63066aa77a68c7c6d76d7eb40b80986461,NonBugFix,0.901127,NonBugFix,True
a8571f883bddef31f359097317aaf8e3252e7f70,NonBugFix,0.900120,NonBugFix,False
51645b1cdfa61bdfd1338d8ca2eab5761f853903,BugFix,0.873533,NonBugFix,True
b0f92cd1b04d8e01e2b85ef84a4e871f66ef80f3,NonBugFix,0.901139,NonBugFix,True
fdfded17c2ba6c949bfe0036cfffba1da47a380d,NonBugFix,0.900993,NonBugFix,True
f6699b27ff7fbebd1896fad79f09415f3dd9b508,NonBugFix,0.900750,NonBugFix,True
9d55b80d47655317393d1e3242e2dc5e59548c95,BugFix,0.873720,NonBugFix,False
9f580578d989038d69419363402cdcf9a49a2bd9,NonBugFix,0.900769,NonBugFix,True
8de26bac03997f86230d3e0d3a08178588eff9f8,NonBugFix,0.900905,NonBugFix,True
4096a39651fbff276bce539fa47a4769db03f87d,NonBugFix,0.901142,NonBugFix,True
14b26e2a33b51f21e1eade006ab10a71efe49a92,NonBugFix,0.900450,NonBugFix,True
659a47be1d421fc3a85efafc726892041a63d821,BugFix,0.872749,NonBugFix,False
86ac6922fc870ebfb29f6f821c7ea3a35f520d72,NonBugFix,0.899452,NonBugFix,False
c5f52dc57d4ba53c7ec1c4d80c79bd5699848654,BugFix,0.873731,NonBugFix,False
40f2e9ba928154ac48a6193153aba3bbe214520c,NonBugFix,0.900765,NonBugFix,False
39a0d0a6207b9219227c2048c88fa7d8017d7f6e,NonBugFix,0.900768,NonBugFix,True
1628039b85046b7092cb259c156ec74c89e200df,NonBugFix,0.900835,NonBugFix,True
054a30d75727457ebf08e56a178281bf295c7c01,NonBugFix,0.901203,NonBugFix,False
2a90ba0549e3375efd31a4ef126f57bfd4daeefd,NonBugFix,0.895669,NonBugFix,True
87772086670086b8346289542cc93eec28677200,NonBugFix,0.900861,NonBugFix,False
4513a0b3b460f8ccba09a550f4701d4872abf141,NonBugFix,0.900783,NonBugFix,True
87462c04f50e4f896c0dbc085097f8897b1e28c9,NonBugFix,0.900836,NonBugFix,True
bb156d7ae1e281188a347c0c6a0f2b609451d70d,NonBugFix,0.900564,NonBugFix,True
5c6756cdedd3fb5efdd67f9f4a60b55b3a3ad74d,NonBugFix,0.900997,NonBugFix,True
91dc504ffd594637c38e0693e0c61dcbef77b722,NonBugFix,0.900836,NonBugFix,True
34001e901d982ebbc2cdc44bde99407578298fc9,NonBugFix,0.900608,NonBugFix,True
1306860e4821882fea53973cef2e01de1d447ee6,NonBugFix,0.581675,NonBugFix,False
800668b4dc00454881224bdffbdde46341925a15,NonBugFix,0.900809,NonBugFix,False
98683ef773d81cb5aa12feeadb2827e344d019b6,NonBugFix,0.901080,NonBugFix,True
d67c2ebd88147f81a902859f3daacb8e510262fe,NonBugFix,0.900812,NonBugFix,True
b1f23b19a2f71229380540d8858396cdf9538675,NonBugFix,0.900972,NonBugFix,True
c1dbf5e73004c60624465500836a2f055f08c789,NonBugFix,0.899952,NonBugFix,True
9a6f7f0f44086bcc34c2858327389b9f5098e8ba,NonBugFix,0.899692,NonBugFix,True
7b9a6bdb57a53ed0d62746b5010e4ae06c724171,NonBugFix,0.899317,NonBugFix,True
388d76dc31830a7f60b4bcfefb30a527b1162624,NonBugFix,0.594936,NonBugFix,True
4bf51f37a87ae7db94de8f2b5f1187a20715e472,NonBugFix,0.900817,NonBugFix,True
d4906f7adc7bcb3ca110709755496676c6d96013,NonBugFix,0.899976,NonBugFix,False
92851a075ee6700b2f08810ab38aa5a8097cd7f1,NonBugFix,0.901092,NonBugFix,True
efee17336bb59dfc31b21af4e97a75012f08ae55,NonBugFix,0.900747,NonBugFix,True
4e23dedb3d2b090451dfa838b1acb6723fafacb4,NonBugFix,0.900310,NonBugFix,True
b1ce84276e9c18cda813ddc4170da5d7560fda6f,NonBugFix,0.900602,NonBugFix,True
afa5b51e199a611a15967944c99febb1bda5b38a,NonBugFix,0.901079,NonBugFix,True
d14b00bd8a3e26d2d527f79dfa04f8c848f6cf15,BugFix,0.620857,NonBugFix,True
2e35cd39510f1be1f18682c80292a642352bab85,NonBugFix,0.568480,NonBugFix,True
3275bdedbc2086356de4097ab8248a8cbef37889,NonBugFix,0.900106,NonBugFix,True
a8646afddd93cd9a9b72ad938cde9728b7a85fcc,NonBugFix,0.899524,NonBugFix,False
798091493700150561d286c427a9033c5dde832f,NonBugFix,0.900862,NonBugFix,True
f3da7a62f6c26917bf7673aedb4dbcfd0840944c,NonBugFix,0.900669,NonBugFix,True
39736cd2887d96dc9a290058b0133ddc0b6a5de9,NonBugFix,0.570402,NonBugFix,True
9cc55075eb3822222084a4ce189177e9c4a8132f,NonBugFix,0.900856,NonBugFix,True
773241c2a16fa6e81fe48210c419a27a530aea20,NonBugFix,0.898354,NonBugFix,True
6779893ec9e8803f59f1526934b5ce18f8589119,NonBugFix,0.900690,NonBugFix,True
0f86195b8d59356666fce557b304ac19984da1a1,NonBugFix,0.900748,NonBugFix,False
19514d0f6af2b9a536f9489a69e1c474977c21b7,NonBugFix,0.900609,NonBugFix,True
be8109e377b7eea788ed9117bf17ce48aa702d28,BugFix,0.873688,NonBugFix,True
3cbd5b9276908752e3ab76f2402a3ac9ca931359,NonBugFix,0.898848,NonBugFix,False
2d17a7f745ddd21e19cfcba0f02e27797f6d1537,NonBugFix,0.900325,NonBugFix,True
e29b61e896e0dd7584c0b24f3e23e0f5070045cd,BugFix,0.634546,NonBugFix,False
6cce369e0b6987dde6bf258500b5f4cc7e6d1b49,NonBugFix,0.900297,NonBugFix,True
13fc4345fe5c9863d0ee3a007b3a1d90653ad4bf,NonBugFix,0.900964,NonBugFix,True
26cd2ed48cbf0c35175c344bdb498fc264b62a87,NonBugFix,0.901094,NonBugFix,True
b6e69a616c0fc257fefa3c0be4942a47a7c51797,NonBugFix,0.901124,NonBugFix,True
ca33d3715a23050a8b0448b6c7166018569f9285,NonBugFix,0.900838,NonBugFix,True
d14e484c6f33fb12b9a348437aceac3497d458cc,BugFix,0.873749,NonBugFix,False
c1e9df4f510d92436eac0021b05767b4d30c6af3,NonBugFix,0.900926,NonBugFix,True
d255152d75e9c99792b49ef25dd8bbdcb3c21ec4,NonBugFix,0.900894,NonBugFix,False
ba4d5bca0b358ffd4aa0f4bfa229d0b47b30c51f,NonBugFix,0.900887,NonBugFix,True
8839e1e1473cf7772af09462e0c8aa2118e4df99,NonBugFix,0.900967,NonBugFix,True
8cea4f7b9803dd2a593529147482b83499a423f8,NonBugFix,0.900815,NonBugFix,True
2617d02d77c74de2521cb16437571277ffc9260f,NonBugFix,0.900451,NonBugFix,True
59be7235367331e97752c36ed0bcc6dd5e2de1ea,NonBugFix,0.900915,NonBugFix,False
f84d254fe4328af0b8068660499fddd1739971f2,BugFix,0.710539,NonBugFix,True
5477101abfd80038c4a5feb4cc2e2b56565e2d89,NonBugFix,0.635454,NonBugFix,True
e56e8ef6464f3987dee2e40376aa2f3c11ee9b0f,NonBugFix,0.900916,BugFix,True
09a09187ee20788fb22cfa169665ef5c541dc6c2,NonBugFix,0.898829,NonBugFix,False
04fe55d4da2348e910c7cdd145fb1403ffe20b9a,BugFix,0.873744,BugFix,True
00bb190d1a73e751b62c4afc5b89be488adcb8f0,NonBugFix,0.899147,NonBugFix,True
d07a18bfe66b17aea853248580d06770760e03e1,NonBugFix,0.900859,NonBugFix,True
2b6af490371e1c24a75db69ce8f47c3531270fea,NonBugFix,0.605895,NonBugFix,False
bdc522f9b0ebf68079e3e2db5546bfe70268b3e3,NonBugFix,0.900718,NonBugFix,True
20f01faefb64492e6ff7e5d63d6f1dc1d085570e,BugFix,0.871295,NonBugFix,True
490c042b4cbb39e08d7ef7f6b972303e0480673f,NonBugFix,0.592396,NonBugFix,False
5ff47021b178b341b20224c12b23bc70a9508e97,NonBugFix,0.900952,NonBugFix,True
ed281053e3b2f39f56bae15d0e38ba9583861032,NonBugFix,0.900082,NonBugFix,False
fc1bddda94bf45ae47d8e60fd2a212bc354e76af,NonBugFix,0.901089,NonBugFix,True
cd7c6ff436d9aeb6b352172fcec31d4eee1566ce,NonBugFix,0.900375,NonBugFix,True
150fff9ee64e009cf9f8c57d7abef597fb42c968,BugFix,0.873727,NonBugFix,False
499e6f9f3c4cff269e1217f1a378738fd3cff306,BugFix,0.637941,NonBugFix,True
f10fc1f6500f7be065f76aeb14b59c07b47b0221,NonBugFix,0.900987,NonBugFix,True
683d4c80ccbcf41c413e6c1a14488aa72457bd02,NonBugFix,0.900904,NonBugFix,False
d267b5d3bbd433b65ed45251baa9eaa33865df1e,NonBugFix,0.634245,NonBugFix,False
29e87b439cfc046c326066dec13df67602af88b4,BugFix,0.873124,NonBugFix,True
08fbd586ac606b19d420b98919e44be78ee25f32,NonBugFix,0.901117,NonBugFix,True
aee1d85aed4e6f4c9566e34570c35a7742c1b21d,NonBugFix,0.900633,NonBugFix,True
9ebb97d166169411999bab91e2bf845b625949db,BugFix,0.873735,NonBugFix,False
3551e1ece7a7b5b1330d823bb00a1c38078e337d,NonBugFix,0.900729,NonBugFix,True
e42e562ccdb43e71eac5628b60f6ab769d4a86bd,NonBugFix,0.900564,NonBugFix,True
e9fb3d8c1ddc78201301a0b3d559176f8e3de6db,NonBugFix,0.900786,NonBugFix,True
445dc3474348d98b7525fc2b8ae1dcd2494b4125,NonBugFix,0.900806,NonBugFix,True
b137823467f516ef4d47df7ca2b21c4c20329fb9,BugFix,0.870965,NonBugFix,True
fb7de3edd0cceb793cb1750c07f328c023f06717,BugFix,0.873512,NonBugFix,True
b4eceed290ae90138f751988f1d51eb5c30f8e4a,NonBugFix,0.900766,NonBugFix,True
16f1fdbdbf84773dbb6ff72c2a46acec70e5338e,NonBugFix,0.901155,NonBugFix,True
7e8e2e016f93892a5f8f8a03112ef3433be4bb1d,NonBugFix,0.900735,NonBugFix,True
a19d429edb4222e29629ebcd992c63da2175b088,BugFix,0.721954,NonBugFix,True
a8ea71aaac37f0617a76a806c4aa4eaca480da1a,NonBugFix,0.899171,NonBugFix,False
860e88b1b7a59a7cbb423b2b4357576be2caedef,NonBugFix,0.900092,NonBugFix,False
96fa8e7865e865fe113a35ff08530637f922ce24,BugFix,0.873726,NonBugFix,True
969ab27e990dce9c05f9898372fd0f7256a76652,NonBugFix,0.568377,NonBugFix,False
9391e4100a2f57d06efcec2cf7e9cd18bb8b352f,NonBugFix,0.900980,NonBugFix,True
414b1ef47e3bdc771eecde79fc10a32ae136b386,NonBugFix,0.900016,BugFix,True
3880cb2dd89a8fa8819df23b5a70ad5ad8300031,NonBugFix,0.900771,NonBugFix,True
38d3ce9efd4779d766471ae7cea4ddc796f3dd3c,NonBugFix,0.901093,NonBugFix,True
c58ac435a4986795c3e9820b2b2876c0e68b9307,NonBugFix,0.900276,NonBugFix,True
8b0462f81e85ff3d7509ff06115ba0c51152846e,NonBugFix,0.900921,NonBugFix,True
e47290b71965b15fdd14ef03bf3ecdccf41addd7,NonBugFix,0.900574,NonBugFix,True
6959f291708efc148a6583d7b8b9b57a275de5ff,NonBugFix,0.900069,NonBugFix,False
0d0f5a49d1c695db670f64a8edc639b7c572b665,BugFix,0.872907,NonBugFix,True
356dee76a4e96d8dd8ff850cbe44b5c248cdb61a,NonBugFix,0.900842,NonBugFix,True
ada1fd1fe3d5632871476555073c223334ec82c4,NonBugFix,0.572018,NonBugFix,False
9891443a65669653ec611c45fbb98a86d1005cab,NonBugFix,0.900560,NonBugFix,False
faa29962a7d85c089c9d77fb4a16f3597ed1cbaf,NonBugFix,0.900581,NonBugFix,False
26eb6fb0f86733629e41f71417a8e389ce055613,NonBugFix,0.899723,NonBugFix,False
b0e9c03c67560f4071ffa72dd3787fc942ac4eb4,NonBugFix,0.900727,NonBugFix,True
bafd86f290dff1630200e97ebd17783607b73ab4,NonBugFix,0.568479,NonBugFix,True
5ed649e3d6035ec60cb267c97d6260e8baf9c3ab,NonBugFix,0.574745,NonBugFix,False
3640aab0c72cb77a0436f9e0ad4d14987077b03f,BugFix,0.873539,NonBugFix,False
aed13df4c23f886c256937abcc9a8d453221ebd3,NonBugFix,0.900732,NonBugFix,True
0bc2a8934d316752eb5a79b0451e029ee6d039fc,NonBugFix,0.900849,NonBugFix,True
0ebd1e62233b4ce5aed7baa92bc5144ca67c668b,NonBugFix,0.901058,NonBugFix,True
73e1580f14b3484f37b4ceec2d0fd46d4a5a6dd2,BugFix,0.873720,NonBugFix,True
d9d2d1972b734fda541c8db916e4d306914f103c,NonBugFix,0.900761,NonBugFix,True
01eeef652e3c2144879d4f9263f41531a0f35bfa,NonBugFix,0.900636,NonBugFix,True
d7295e3e17392c46a7eb308fa0e1ff46284d08f0,NonBugFix,0.898901,NonBugFix,True
2abe9832f6da1e191ec54d5fb6d66d72e455a4c0,BugFix,0.859309,NonBugFix,False
3c135303df7a3fdc34fdc6bd9b152e717ed799a7,NonBugFix,0.900653,NonBugFix,True
3785d4c4f8655a2385a3892a4e8fbba7ff74d71b,NonBugFix,0.555284,NonBugFix,True
55768022d841f0da7f13ae28bc272331e0ce325e,NonBugFix,0.900736,NonBugFix,True
cbb4abdfd0c5ef0ffaf696674a88b60df8b1ebfa,NonBugFix,0.900568,NonBugFix,True
