sha,message,prediction,probability,true_label,truncated
28696f9d6030a11da29b47c760026b7568002df8,Try keyword--,NonBugFix,0.99994993,NonBugFix,False
950786a8cc1a83dde6e590f59958f9ada8699288,Add Jackson2ObjectMapperBeanFactory--Issue: SPR-9739-,NonBugFix,0.99997663,NonBugFix,False
c5c3e019a461fedf064eef019f4536f00df61dec," - Continued support for non-blocking HTTPS to the- internal NIO connectors, client-side and server-side.--",NonBugFix,0.99997336,NonBugFix,False
5d4ad11296c8ed4eb447509c110ca206d6c94218,CAMEL-845: added firedtime property.--git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@688957 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999709,NonBugFix,False
6f1932ab677b4e544fa964a6aacc7e888613ff2f,support yaml detection on char sequence--,NonBugFix,0.99996334,NonBugFix,False
538d245ba9744f57d66724982db4850e6d3ba226,Implement a cached thread scheduler using event- loops--,NonBugFix,0.8966123,NonBugFix,False
e3f99578304cb30f1b59c34a4193b9b700f3566a,HBASE-12176 WALCellCodec Encoders support for- non-KeyValue Cells (Anoop Sam John)--,NonBugFix,0.99996614,NonBugFix,False
29e1e664f1bcaa2af3488096d33d84e328099f3c,CAMEL-5370: Added direct-vm component to act as- synchronous direct calls between multiple camel contexts in the same JVM (eg- like direct + vm together). Can be used to support transactions spanning- multiple camel contextes / bundles.--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1350591 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99995136,NonBugFix,False
5b4e584e455a1d4713119308c846d66fcfd52d9a,JBRULES-2439--git-svn-id: https://svn.jboss.org/repos/labs/labs/jbossrules/trunk@31842 c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70-,NonBugFix,0.99995613,NonBugFix,False
1dc33f9f6d29c6b33de2023d4f2158e70a1c89aa,UPDATE ADD now possible with subdocuments fields--,NonBugFix,0.9999814,NonBugFix,False
d585683650c8e2664b86ccc0aeef080d3b417d1d,ServerResource now supports empty POST and PUT- requests.--,NonBugFix,0.99995273,NonBugFix,False
8467928cf0639c9783a5f03168af547ffe8a23c8,CAMEL-4023 Properties to Cxf ClientProxyFactory- can be set on endpoint uri or CxfEndpoint bean.--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1128561 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99988467,NonBugFix,False
4a29e164a8ca222fd8b0d2043e1d44494e84544e,Allow binary messages in StompSubProtocolHandler--Issue: SPR-12301-,NonBugFix,0.99995947,NonBugFix,False
28725723398943b2b51cb38d6fe92a3aadf4dee6,-now works with non DroolsObjectInputStream- serialization.--git-svn-id: https://svn.jboss.org/repos/labs/labs/jbossrules/trunk@13207 c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70-,NonBugFix,0.99992365,NonBugFix,False
f6bfcd9709fac61e3c4efe537f0b634bd9f6a09f, - Continued NIO connector--,NonBugFix,0.9999538,NonBugFix,False
015284af7cf8eff979cd0c5e5ad3d189915e98a9,+ add implicit (String) type for typed string- values w/o a specified type--,NonBugFix,0.9999647,NonBugFix,False
b33db73c932cd41bc19b9f5018c94c673dbe23d0,SPR-5251: URI Templates for @InitBinder--,NonBugFix,0.99991703,NonBugFix,False
012afd9ecc4659a2a86a1cd13a4af629bdcbc34a,Added support of Ranges.--,NonBugFix,0.9999795,NonBugFix,False
42a3811fac0111978f65514801c080e48bee41fc,"[DROOLS-383] support for switch over String-- * Eclipse compiler has a least known documented configuration-   property ""org.eclipse.jdt.core.compiler.compliance"" which-   needs to be set along with the 'org.eclipse.jdt.core.compiler.source'-   and 'org.eclipse.jdt.core.compiler.codegen.targetPlatform' properties.-- * this is going to work only when the underlaying JVM is 7+-",NonBugFix,0.99996334,NonBugFix,False
a768016779e3bdbddf310d2d861e74830a62d16c,"Allow to configure a common logger prefix using- `es.logger.prefix` system prop, closes -360.--",BugFix,0.98949534,NonBugFix,False
44d92d8eb39b176c23209f26a69bb1febae8e812,Support for checking loaded descriptors agains an- expected txt file--,NonBugFix,0.9999638,NonBugFix,False
a141ff2a7973b379f6b4d1aa9178f0750d6502fd,HBASE-4460  Support running an embedded- ThriftServer within a RegionServer (jgray)--git-svn-id: https://svn.apache.org/repos/asf/hbase/trunk@1186586 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999686,NonBugFix,False
19152416a44473325a6c3605f9accc4fee379b63,add an index level setting to disable/enable- purging of expired docs (issue -1791)--,NonBugFix,0.99940985,NonBugFix,False
710ae3a9d2fbcb6767872656d82b2edaeb6e0656,"SpringJUnit4ClassRunnerAppCtxTests now verifies- seamless support for using @Inject in addition to @Autowired, etc.--",NonBugFix,0.9999504,NonBugFix,False
9a5abf368f2c5ef996b8cb7185719bcb78fe2b36,Constraint incorporation--In a constraint system a new bound is incorporated:-all new constrains that can be derived from it-(and from existing ones) are added-,NonBugFix,0.9999638,NonBugFix,False
30f9f278c3430f9e936f566ee8b3394f86f2b01e,Added UNICODE_CHARACTER_CLASS support to Regex- flags. This flag is only supported in Java7 and is ignored if set on a java 6- JVM--Closes -2895-,NonBugFix,0.999417,NonBugFix,False
97a8657ae17bf9105a41d4930ee26fb2dbd1e3cc,"Supported new syntax in SQL UPDATE to use a inner- query as target. Example: update ( traverse V.in, E.out from V ) set date =- sysdate() where out.size() > 1--",NonBugFix,0.9999747,NonBugFix,False
88a7e673b3ed7e07aa5cf31a1163697808a1f763,"Changed syntax for ""create class"" command. Now- wants the keyword ""CLUSTER"" and also accepts cluster names--",NonBugFix,0.9999218,NonBugFix,False
9e5a33c1b36cae7a7541251509bf032455838fdf,"Add a ResourceResolver implementation for WebJars--Prior to this commit, WebJars users needed to use versioned links within-templates for WebJars resources, such as `/jquery/1.2.0/jquery.js`.-This can be rather cumbersome when updating libraries - all references-in templates need to be updated.--One could use version-less links in templates, but needed to add a-specific MVC Handler that uses webjars.org's webjar-locator library.-While this approach makes maintaing templates easier, this makes HTTP-caching strategies less optimal.--This commit adds a new WebJarsResourceResolver that search for resources-located in WebJar locations. This ResourceResolver is automatically-registered if the ""org.webjars:webjars-locator"" dependency is present.--Registering WebJars resource handling can be done like this:--```java-@Override-protected void addResourceHandlers(ResourceHandlerRegistry registry) {-  registry.addResourceHandler(""/webjars/**"")-          .addResourceLocations(""classpath:META-INF/resources/webjars"")-          .resourceChain(true)-              .addResolver(new WebJarsResourceResolver());-}-```--Issue: SPR-12323--polish-",NonBugFix,0.99990886,NonBugFix,False
062042ba83651b8495bc0330023ae7c7c47a38d4,HBASE-1722 Add support for exporting HBase- metrics via JMX--git-svn-id: https://svn.apache.org/repos/asf/hadoop/hbase/trunk@813229 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99995905,NonBugFix,False
6ebf6a1c3a48f4b3f18bfe4e42f86e1b3b8398a2,HTTP static content now supports single file as- configuration--,NonBugFix,0.99997425,NonBugFix,False
d380a628bfac05b158a059306edf68baa2b33abd,HBASE-1537 Intra-row scanning; apply limit over- multiple families--git-svn-id: https://svn.apache.org/repos/asf/hbase/trunk@951682 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99981,NonBugFix,False
1ffcd613de9c2fcc691b31355c635df9ffd6caca,JBRULES-446 Support rulebase configuration via- jsr94 registerRuleExecutionSet properties--git-svn-id: https://svn.jboss.org/repos/labs/labs/jbossrules/trunk@13123 c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70-,NonBugFix,0.99996996,NonBugFix,False
b2b7e6996be0cea4d872be637c4fc100971d926e,"Decompiler: Introduce DeserializerForDecompiler--Component which can ""resolve"" descriptors without project-It builds dummy descriptors for dependencies which are enough to build decompiled text-",NonBugFix,0.99894816,NonBugFix,False
f7edaa99bc232ad970faf6369ebc3cf1f6eff70f,"added contains() method to the DSL for- .header(""foo"").contains(""cheese"") for multi-value headers--git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@539516 13f79535-47bb-0310-9956-ffa450edef68-",NonBugFix,0.9999543,NonBugFix,False
76fcc81bc61342ed85f7a8a0c325e58162ff24e8,New method to return string representation of- typeDescriptor--,NonBugFix,0.99997425,NonBugFix,False
efd0e554ca7e9365ec3880ef10706c9b6eca4394,allow the installed languages to be browsed- restfully for CAMEL-1355--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@752938 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999509,NonBugFix,False
dee6fa9c5b599abf685527e357ffb7e89494a1e1,Implemented range operator--,NonBugFix,0.99996704,NonBugFix,False
527370f8c142d373c4543d0eb26cb2f0912ed9f0,CAMEL-1320: Created gzip data format--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@756039 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999509,NonBugFix,False
04f1e7a41874bb93434c91c80544eda24afbb215,HADOOP-7001.  Configuration changes can occur via- the Reconfigurable interface. (Patrick Kline via dhruba)--git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1038480 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9998193,NonBugFix,False
063f561c851a1bfd717762d96a9d379b79bbb941,Issue -71:- http://code.google.com/p/orient/issues/detail?id=71 Working in progress--,NonBugFix,0.99991226,NonBugFix,False
75fd6d4985f9e1b74294d1c8a21b5a559f0c96fd,Added KeywordRepeatFilter that allows emitting- stemmed and unstemmed versions of the same token if stemmers are used--Closes -2753-,NonBugFix,0.9997275,NonBugFix,False
630620ee581f7fbe07b95ec8cce030e56108cbdf, - Continued SIP transaction support--,NonBugFix,0.9999791,NonBugFix,False
fe164471124f357d20acb18f6a6059eb5f91be07,more work on enabling non-namespace extensions of- xml parsing--,NonBugFix,0.9998679,NonBugFix,False
ced5a6c917416088d9def359edacf548509677f3,Introduce RenderingContext and add as parameter- to DiagnosticParameterRenderer-render--RenderingContext holds data about the whole diagnostics allowing to adjust rendering of its parameters-,NonBugFix,0.9999509,NonBugFix,False
5a91d607882e59a6255eff0f144a6efecc749af2,"Allow setting WSDL document as a Resource--Prior to this change, LocalJaxWsServiceFactory allowed specifying a WSDL-document URL. Now users may also specify a WSDL document represented as-a Spring Resource object for convenience.--Issue: SPR-9909-",NonBugFix,0.99996185,NonBugFix,False
9e6fab3a6dcbf26e3aad60aa5cf371adbdc3b47b,"Added support for acknowledgements to update- cluster settings api--As a side note, the internal reroute call is now part of the ack mechanism. That means that if the response contains acknowledged flag, the internal reroute that was eventually issued was acknowledged too. Also, even if the request is not acknowledged, the reroute is issued before returning, which means that there is no need to manually call reroute afterwards to make sure the new settings are immediately applied.--Closes -3995-",NonBugFix,0.99992317,NonBugFix,False
063b8da4cfd78758f2eef5244008dc65f0557a4b,Patch by Luca Molino about the management of JSON- with document type not only as first attribute--,BugFix,0.94517124,NonBugFix,False
09c3edcbc7b12c62280eeba8bb3dea0f06775367,'hasSyntaxErrors' check moved from Diagnostic to- PositioningStrategy--This makes possible to mark diagnostic errors when syntax error are present (by overriding isValid in PositioningStrategy subclasses).-,BugFix,0.56941146,NonBugFix,False
9f923255878b7baefd89bc37af8fe3072f163322,Allow additional settings for the node in- ESSingleNodeTestCase--This change adds a method that extending classes can override to provide additional settings-for the node used in a single node test case.-,NonBugFix,0.99995565,NonBugFix,False
6afc4dfbbaae4b9492c426a38cef1ba035a3b2c5,"CAMEL-4077: Sanitiy check route in XML DSL, that- there is input and outputs in routes.--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1134300 13f79535-47bb-0310-9956-ffa450edef68-",NonBugFix,0.9998908,NonBugFix,False
4fa8844a07917f925668409e461c2c48f9bbc965,CAMEL-6053: Allow to override blueprint config- admin placeholders from unit test.--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1443931 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9998513,NonBugFix,False
73282a316e9b28a3854ff93b6fd95789d9cd40ef,JAX-RS-Extension: - encoding of UriBuilder- parameters implemented--,NonBugFix,0.99997336,NonBugFix,False
ca5239afbb0f9540b0bf71edf3317f0b290af453, - Initial code for new default HTTP connector and- SIP connector.--,NonBugFix,0.9999752,NonBugFix,False
cf4b20cbd433e31b242ef5b88c63c7e949e5d79a," - Refactored the JdbcClient to return XML result- sets (using a new RowSetRepresentation class). In addition, the    XML- request can now contain several SQL statements to be executed as a batch.- Contributed by Thierry Boileau.--",NonBugFix,0.9999504,NonBugFix,False
b370969690e5463374c4f47e6f8543c07c5ae4d9,"added public ""validateDatabaseSchema"" method to- Hibernate LocalSessionFactoryBean (SPR-	)--",NonBugFix,0.99997383,NonBugFix,False
2c95fae7ad7c87c96fad2e4c80c3580ea3b06cf3,Implemented issue 109:- http://code.google.com/p/orient/issues/detail?id=109 About in-memory clusters- inside regular persistent databases.--,NonBugFix,0.9999295,NonBugFix,False
4dcd9dfe0ea6f9c8a4eef47d6910dd188638e2f6,Added support of the Authentication-Info header.--,NonBugFix,0.9999795,NonBugFix,False
3df7007006114f98fde14577b0f77b560a435743,Added Analysis Result as HTML--git-svn-id: https://svn.jboss.org/repos/labs/labs/jbossrules/trunk@15004 c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70-,NonBugFix,0.9999681,NonBugFix,False
218ee6d24c991f841ee91085c2bb26d6198db8c6,"added ""boolean isRegisteredWithDestination()""- method (SPR-7065)--",NonBugFix,0.99997425,NonBugFix,False
f1be5f4addf30f47b1d915ca708566bf49beb7f8,Non-blocking implementation of ScheduledObserver--,NonBugFix,0.9999709,NonBugFix,False
ffdde40b9f189cb30dee4c5187d63b61809f2d62,HADOOP-6583. Captures authentication and- authorization metrics. Contributed by Devaraj Das.--git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@915095 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9996772,NonBugFix,False
b27c2ddcb46bed712c13cc5eb90b968652964d43,Added support of the dataservices extension in- Android.--,NonBugFix,0.9999786,NonBugFix,False
45529d30d41b8de338dfc2d26b61d1a79113c766,JBRULES-2934 Add NewRegisterWorkItemHandlerCommand- to CommandFactory with unit test--,NonBugFix,0.9999533,NonBugFix,False
455ca1d72361e66afc01cc39d6d79155a2551e2d,CAMEL-2206: Added new Sampler EIP. Thanks to- Stephen Gargan for the contribution.--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@883614 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99996185,NonBugFix,False
d2a3f29496d22df52ba4bf66aa5c408cf286d4bc,"Implement Scheduler method with dueTime--- added method: schedule(T state, Func2<Scheduler, T, Subscription> action, Date dueTime)-",NonBugFix,0.9999747,NonBugFix,False
3161a555e1e898786041b84b98f0c45630b7c78e,HBASE-3070 Add to hbaseadmin means of shutting- down a regionserver--git-svn-id: https://svn.apache.org/repos/asf/hbase/trunk@1003702 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999504,NonBugFix,False
89cafb31528e6d9edd1503deff0e2afa75209a44,tuple literals--,NonBugFix,0.9999461,NonBugFix,False
2b0b6845d3c96a4c784d5c0b1b211860909d2f23,Add CompositeSubscription--- also a utility method for creating a Subscription around a Future-,NonBugFix,0.99997276,NonBugFix,False
8760be7d6428e3b54e6486106770fe1a1ac1e18c,ResponseEntity's HeadersBuilder allows for- specifying existing HttpHeaders--Issue: SPR-12324-,NonBugFix,0.9999547,NonBugFix,False
2f40ce3e2a5e244315c16865967f58930f57cf7c,Added takeLast to Observable--,NonBugFix,0.99997663,NonBugFix,False
a9a93876f2ead9468fd50eba715083c9a7e8a52a,JBRULES-3714 Add capability to configure- date-effective/date-expires for SpreadSheet--,NonBugFix,0.99993795,NonBugFix,False
788d431d98df0087a4ea7be7b3c82c4c5d2a8209,"Implemented periodic scheduling, too. Needs testing- now.--",NonBugFix,0.9998617,NonBugFix,False
9cbc1d502d0c0ead391ffd65bf1cbd812ed53654,SPR-	 - Allow XStreamMarshaller subclasses to- customise XStream object--,NonBugFix,0.9999666,NonBugFix,False
0735e178dc8628cf8986dfc6c62332378a42643d,allow to specify an optional Environment when- creating a new KieSession--,NonBugFix,0.9999723,NonBugFix,False
ff5b19bb8413cd0689d33e23b295a81c90dd38c3,Drop database implemented and tested against- local and remote db--,NonBugFix,0.9999538,NonBugFix,False
15fe100f951a1bba5817676c8d1f9a0fe03c1f65, - Reference now verifies the validity of- characters before setting them. Suggested by Stephan Koops.--,NonBugFix,0.99987406,NonBugFix,False
8f4cb0486b6e6ab48e6df6b2e3e44a7eca27c911,CAMEL-1789 Let the Camel Route support to lookup- the service which is exported from the OSGi bundle--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@792398 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99997336,NonBugFix,False
d9dbcbd78c093f4d7d326babab7d64262c2e0280,"JBRULES-340 core implementation for 'from' -The- from node is now added -ReteooBuilder is added, but not unit tested.--git-svn-id: https://svn.jboss.org/repos/labs/labs/jbossrules/trunk@5713 c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70-",NonBugFix,0.9999338,NonBugFix,False
4558ca5a79a5106287438df8a737e4a1635e4534,HBASE-8383 Support lib/*jar inside coprocessor- jar--git-svn-id: https://svn.apache.org/repos/asf/hbase/trunk@1471754 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99996185,NonBugFix,False
78930691ca6b664a07a6995c60bb8238cf7edf96,HBASE-9999 Add support for small reverse scan--git-svn-id: https://svn.apache.org/repos/asf/hbase/trunk@1573949 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99996185,NonBugFix,False
87498b148f1a29f9538dbdb3728cdc95af7dd1a1,Allowed custom parsing of Atom documents.--,NonBugFix,0.99995565,NonBugFix,False
e1bbd8cbc538aae9acc0eb24b1f0751d88f05365,HBASE-1552 provide version running on cluster via- getClusterStatus--git-svn-id: https://svn.apache.org/repos/asf/hadoop/hbase/trunk@786666 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999709,NonBugFix,False
c059f5382365930c7b87ff1dbaab0eae5452808a,SPR-7305 -- o.s.http.client.SimpleClientHttpRequestFactory does not allow to specify a- java.net.Proxy--,NonBugFix,0.99966675,NonBugFix,False
26d12f78c550e45f32e2c0fd4cf625e3fbf3b295,Add support for template route matching mode--,NonBugFix,0.9999791,NonBugFix,False
d8fdf6abed4031adfa24a35ab23b78185cad6fc1,[DROOLS-991] allow to configure maxEventsInMemory- in FileLogger--,NonBugFix,0.99988407,NonBugFix,False
bd1b559d47603748f6d57a0ff21f68505258ace5,MockHttpServletResponse supports multiple- includes (SPR-	)--,NonBugFix,0.99996704,NonBugFix,False
7c7e4a2e255eff4ee29992330b352a7665050834,CAMEL-5906: Added new camel-servletlistener- component for bootstrapping Camel in web app without using spring etc. Work- in progress.--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1428278 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99996614,NonBugFix,False
0f92fdd8e6422d5b79c610a7fd8409d222315a49,RunAsync method for outputting multiple values--,NonBugFix,0.9999118,NonBugFix,False
72d780f2cab2892259331c8d6f2d5b33d291d416,"JBRULES-3200 Support for dynamic typing (aka- ""traits"")--",NonBugFix,0.99996614,NonBugFix,False
629acade597d92dbfd8d020497a0ba523afd1754,Add operators to create Observables from- BroadcastReceiver--it allows to listen global and local (with support LocalBroadcastManager) broadcasts-,NonBugFix,0.9999652,NonBugFix,False
b40e657180d21655dc6d1ceed6c7726fe7c78071,Create from usage: Create constructor parameter- by reference in delegation specifier  -KT-6601 Fixed--,BugFix,0.99994516,NonBugFix,False
d2cf18983b635c3c47ca6bfcadc06bb2e15a547e,CAMEL-1198: Ant path matcher now also possible- with camel-ftp.--git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@730753 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999418,NonBugFix,False
afb690e2337caa1cb6b34ca921ae7d0edb7600b9,refactor sub fetch phase to also allow for hits- level execution--,NonBugFix,0.99995226,NonBugFix,False
311520d14682a1f3096dc9307da3e5fcb82936ab,add peer recovery status to the indices status- API exposing both on going and summary when recovering from a peer shard--,NonBugFix,0.99996614,NonBugFix,False
448f8dbb9fd9bf2e0ef72dda7bb235915deca94f,HADOOP-7110. Implement chmod with JNI. Contributed- by Todd Lipcon--git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1063090 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999227,NonBugFix,False
8b9e5a2edd935dd40e6dc30c14829e208d7945f2,[BZ-1092084] raise a compilation error when the- same attribute is defined twice on a rule--,BugFix,0.99984556,NonBugFix,False
c9a360e36059aa46d7090e879762d44d54fa2782,HBASE-7197. Add multi get to RemoteHTable- (Elliott Clark)--git-svn-id: https://svn.apache.org/repos/asf/hbase/trunk@1422143 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.9999575,NonBugFix,False
ec463a32ba825d678a230c7ab5f3eb2e1e0c2e42,added DataSourceFactory strategy; promoted- EmbeddedDatabaseConfigurer strategy to public API; added ability to add any- number of SQL scripts for db population--,NonBugFix,0.9999714,NonBugFix,False
a8014dec501f50c4a7bb91778ed832676aa6835c,[KT-4124] Add support for simple nested classes--,NonBugFix,0.99997663,NonBugFix,False
3d7ec9ba69f2936d30b7ea34cb46369ac5e0de04,Profiler: - all the metrics now have a- description and a type - supported new HTTP REST command /profiler/metadata- to retrieve all the metadata--,NonBugFix,0.99994993,NonBugFix,False
57ec7d083a68abb23f009f9fdffb80197c138afd,HBASE-6400 Add getMasterAdmin() and- getMasterMonitor() to HConnection (Enis)--git-svn-id: https://svn.apache.org/repos/asf/hbase/trunk@1363009 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.999957,NonBugFix,False
e5cf1be77c4ef3acf89436789f96fff8c081964f,BZ743283: Decision tables should support timer- column instead of deprecated duration attribute--,NonBugFix,0.9999609,NonBugFix,False
990ddf5896045704ec43ac0e5a3e2df7022fed12,JBRULES-1641: ForEach node  - initial core- implementation of a for each node JBRULES-1551: Workflow human tasks  - human- task node with swimlane integration--git-svn-id: https://svn.jboss.org/repos/labs/labs/jbossrules/trunk@20429 c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70-,NonBugFix,0.999958,NonBugFix,False
9d2ba02ac12cb561895cbbc7652e55dac49a30d8,CAMEL-1004 - added a ServiceStatus property to- most Service implementations - and exposed the status of a route--git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@748071 13f79535-47bb-0310-9956-ffa450edef68-,NonBugFix,0.99995995,NonBugFix,False
4cbe2ae00aaec2ca4074b06f389f5e50ca235da3,[SPR-8387] Introduced- supports(MergedContextConfiguration) method in the SmartContextLoader SPI;- updated existing loaders accordingly; and fleshed out implementation of and- tests for the new DelegatingSmartContextLoader.--,NonBugFix,0.99996567,NonBugFix,False
85ec6bc6d7cd0904757b596627fd3666de7738dd,added fix for- https://issues.apache.org/activemq/browse/CAMEL-347 to enable JUEL to invoke- methods in expressions--git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@631503 13f79535-47bb-0310-9956-ffa450edef68-,BugFix,0.97331786,NonBugFix,False
51b603c850765b2734549a1962581ebe5f5f2125,JAX-RS extension continued: - Added an- ObjectFactory to the JAX-RS extension for customized root resource class and- provider instantiation. Contributed by Bruno Dumon.--,NonBugFix,0.9999695,NonBugFix,False
69902e6dedbfeb4e44eace12a101169cdfb97def,Add SpringRouter-style supplemental direct routing- via the attachments property.  This allows for multiple routes for the same- bean or routes which would be illegal/unmatched as bean names.--,NonBugFix,0.9999647,NonBugFix,False
